Route - ID, Order Number, Driver 1 - ID, Driver 1 - First Name, Driver 1 - Last Name, Service Location - ID, Service Location - Description, Service Location - Address Line 1, Service Location - City, Service Location - Postal Code, Service Location - State, Service Location - Contact - First Name, Service Location - County, Latitude, Longitude, Session Date, Begin Date, Taken By, Pickup Quantities - Taps, Pickup Quantities - J&L Taps, Stop - Arrival Time, Stop - Departure Time, Special Instructions, Pickup Quantities - WWH Taps
ST008-08_D0003,3301238_D0003_2020-02-26,D0003,Juan,Duarte SC,1271,Mobo Sushi (Santa Cruz/S River),105 S River St,Santa Cruz,95060,CA,CA12,Monterey/Santa Cruz,36975343,-122023796,2020-02-20,2020-02-12,,2,0,2020-02-26 12:13:35,2020-02-26 12:29:35,opens at 4 pm on weekends,0
ST008-08_D0003,3403725_D0003_2020-02-26,D0003,Juan,Duarte SC,1236,Cafe Mare (Santa Cruz/Front),740 Front St,Santa Cruz,95060,CA,CA12,Monterey/Santa Cruz,36975450,-122024770,2020-02-20,2019-12-18,,2,0,2020-02-26 12:34:49,2020-02-26 12:56:49,,0
ST008-08_D0003,3403726_D0003_2020-02-26,D0003,Juan,Duarte SC,1269,Hulas Island Grill Sant (Santa Cruz/Catchcart),221 Catchcart St,Santa Cruz,95060,CA,CA12,Monterey/Santa Cruz,36971510,-122026190,2020-02-20,2020-02-12,,2,0,2020-02-26 13:03:22,2020-02-26 13:53:22,Access at 6AM,0
ST008-08_D0003,3359047_D0003_2020-02-26,D0003,Juan,Duarte SC,1276,Parish Publick House (Santa Cruz/Almar),841 Almar Ave,Santa Cruz,95060,CA,CA12,Monterey/Santa Cruz,36961040,-122043750,2020-02-20,2020-02-12,,2,0,2020-02-26 14:03:42,2020-02-26 15:07:42,Access at 8AM,0
ST008-08_D0003,3398471_D0003_2020-03-11,D0003,Juan,Duarte SC,11687,2M - The Inn at Spanish Bay (Pebble Beach/17 Mile),2700 17 Mile Dr,Pebble Beach,93953,CA,CA12,Monterey/Santa Cruz,36613144,-121940617,2020-02-20,2019-04-10,,12,0,2020-02-26 16:48:26,2020-02-26 18:13:26,,0
ST008-08_Z0001,3398471_Z0001_2020-03-11,Z0001,Manuel,Zamudio SC,11687,2M - The Inn at Spanish Bay (Pebble Beach/17 Mile),2700 17 Mile Dr,Pebble Beach,93953,CA,CA12,Monterey/Santa Cruz,36613144,-121940617,2020-02-20,2019-04-10,,12,0,2020-03-11 06:50:00,2020-03-11 08:15:00,,0
ST008-09_D0003,3409327_D0003_2020-02-27,D0003,Juan,Duarte SC,1247,Jeffery's (Santa Cruz/Soquel),2050 Soquel Ave,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36982200,-121996100,2020-02-20,2020-02-13,,2,0,2020-02-27 06:05:00,2020-02-27 06:30:00,prefers service early mornings,0
ST008-09_D0003,5003184_D0003_2020-02-27,D0003,Juan,Duarte SC,1103381,Seabright Deli (Santa Cruz/Seabright),415 Seabright Ave,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36966820,-122007900,2020-02-20,2020-02-13,,2,0,2020-02-27 06:36:41,2020-02-27 06:52:41,Access from 7am-11am preferably. Best day would be on Tuesdays for later access.  Access ok after opening when they're not busy.,0
ST008-09_D0003,3348773_D0003_2020-02-27,D0003,Juan,Duarte SC,1260,Bettys Burger (Santa Cruz/Pacific),1222 Pacific Ave,Santa Cruz,95060,CA,CA12,Monterey/Santa Cruz,36973447,-122025918,2020-02-20,2020-02-13,,2,0,2020-02-27 07:03:27,2020-02-27 07:39:27,Access 3am-6:30am or 10am-11am or around their opening time at 11am,0
ST008-09_D0003,3548760_D0003_2020-02-27,D0003,Juan,Duarte SC,947,Johnnys Harborside (Santa Cruz/Lake),493 Lake Ave,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36967120,-122001720,2020-02-20,2020-02-13,,2,0,2020-02-27 07:51:44,2020-02-27 08:40:44,,0
ST008-09_D0003,3296273_D0003_2020-02-27,D0003,Juan,Duarte SC,945,Aloha Island Grille (Santa Cruz/Portola),1700 Portola Dr,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36962610,-121987710,2020-02-20,2020-02-13,,2,0,2020-02-27 08:49:21,2020-02-27 09:20:21,,0
ST008-09_D0003,3296280_D0003_2020-02-27,D0003,Juan,Duarte SC,6357,Cafe El Palomar (Santa Cruz/East Cliff),2222 East Cliff Dr. 100,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36963290,-122000759,2020-02-20,2020-02-13,,2,0,2020-02-27 09:29:05,2020-02-27 10:23:05,,0
ST008-09_D0003,3296276_D0003_2020-02-27,D0003,Juan,Duarte SC,1027213,Brady's Yacht Club (Santa Cruz/Seabright),413 Seabright Avenue,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36966700,-122008020,2020-02-20,2020-02-13,,2,0,2020-02-27 10:31:34,2020-02-27 10:58:34,Access before 10AM,0
ST008-09_D0003,3300918_D0003_2020-02-27,D0003,Juan,Duarte SC,1026414,Santa Cruz Yacht Club (Santa Cruz/4Th Avenue),244 4Th Avenue,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36966380,-122004860,2020-02-20,2020-02-13,,2,0,2020-02-27 11:04:16,2020-02-27 11:20:16,"Closed M, open 10AM - 2PM",0
ST008-09_D0003,3296275_D0003_2020-02-27,D0003,Juan,Duarte SC,946,Harbor Cafe (Santa Cruz/7th),535 7Th Ave,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36968290,-121998120,2020-02-20,2020-02-13,,2,0,2020-02-27 11:29:07,2020-02-27 11:46:07,Access between 7:30AM - 8AM,0
ST008-09_D0003,3296277_D0003_2020-02-27,D0003,Juan,Duarte SC,11877,Tramonti Pizzeria (Santa Cruz/Seabright Ave),528 Seabright Ave,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36967940,-122007640,2020-02-20,2020-02-13,,2,0,2020-02-27 11:53:17,2020-02-27 12:11:17,,0
ST008-09_D0003,3403531_D0003_2020-02-27,D0003,Juan,Duarte SC,1257,Engfer Pizza Works (Santa Cruz/Seabright),537 Seabright Ave,Santa Cruz,95062,CA,CA12,Monterey/Santa Cruz,36967758,-122007966,2020-02-20,2020-02-27,,2,0,2020-02-27 12:16:19,2020-02-27 12:31:19,Mon CLOSED Access only Tue-Sat after 2:30pm,0
ST008-10_D0003,3306535_D0003_2020-02-28,D0003,Juan,Duarte SC,976,2M - BJ's Brewhouse (Salinas/N Main),1730 N Main St,Salinas,93906,CA,CA12,Monterey/Santa Cruz,36715823,-121654949,2020-02-20,2020-02-14,,2,0,2020-02-28 05:00:00,2020-02-28 07:16:00,possible access at 5am,0
ST008-10_D0003,3355715_D0003_2020-02-28,D0003,Juan,Duarte SC,957,Chilis (Salinas/N Davis),1940 N Davis Rd,Salinas,93907,CA,CA12,Monterey/Santa Cruz,36719680,-121666810,2020-02-20,2020-02-14,,2,0,2020-02-28 07:24:06,2020-02-28 08:48:06,,0
ST008-10_D0003,3301060_D0003_2020-02-28,D0003,Juan,Duarte SC,1052311,Culturas Hidalgo y Oaxaca Restaurant (Salinas/E Market),473 E Market St,Salinas,93905,CA,CA12,Monterey/Santa Cruz,36677385,-121639190,2020-02-20,2020-02-14,,2,0,2020-02-28 08:59:17,2020-02-28 09:14:17,,0
ST008-10_D0003,3301062_D0003_2020-02-28,D0003,Juan,Duarte SC,911,Salinas Fairway Golf (Salinas/Skyway),45 Skyway Blvd,Salinas,93905,CA,CA12,Monterey/Santa Cruz,36671140,-121616700,2020-02-20,2019-04-26,,2,0,2020-02-28 09:23:55,2020-02-28 09:54:55,,0
ST008-10_D0003,3301065_D0003_2020-02-28,D0003,Juan,Duarte SC,1021615,Salinas Elks Lodge (Salinas/Airport),466 Airport Blvd,Salinas,93905,CA,CA12,Monterey/Santa Cruz,36664418,-121618654,2020-02-20,2020-02-14,,2,0,2020-02-28 10:01:55,2020-02-28 10:27:55,No Saturdays,0
ST008-10_D0003,3306544_D0003_2020-02-28,D0003,Juan,Duarte SC,1033074,Mountain Mikes (Salinas/Constitution),1580 Constitution Boulevard,Salinas,93905,CA,CA12,Monterey/Santa Cruz,36699863,-121618477,2020-02-20,2020-02-14,,2,0,2020-02-28 10:41:38,2020-02-28 11:46:38,,0
ST008-10_E0002,3306535_E0002_2020-02-28,E0002,Samuel,Edeza SC,976,2M - BJ's Brewhouse (Salinas/N Main),1730 N Main St,Salinas,93906,CA,CA12,Monterey/Santa Cruz,36715823,-121654949,2020-02-20,2020-02-14,,2,0,2020-02-28 05:00:00,2020-02-28 07:16:00,possible access at 5am,0
T040-01_B0015,3571803_B0015_2020-03-02,B0015,Maurice,Bahrmasel EB,2236,Claim Jumper (Fremont/Pacific Commons),43330 Pacific Commons Blvd,Fremont,94538,CA,CA03,East Bay,37504520,-121972990,2020-02-20,2019-04-29,,2,0,2020-03-02 06:00:00,2020-03-02 07:59:00,"6-10am only Mon, Wed, or Saturdays @ 6am if doors are locked call claim jumpers phone number. they will unlock door.",0
T040-01_B0015,3582981_B0015_2020-03-02,B0015,Maurice,Bahrmasel EB,1031794,Gen Korean BBQ House (Fremont/Boscell),43476 Boscell Rd Ste M6 B,Fremont,94538,CA,CA03,East Bay,37503006,-121975398,2020-02-20,2019-04-29,,2,0,2020-03-02 08:05:00,2020-03-02 09:22:00,8:30-11am only,0
T040-01_B0015,12553_B0015_2020-03-02,B0015,Maurice,Bahrmasel EB,2184,Chilis (Fremont/Fremont),39131 Fremont Blvd,Fremont,94536,CA,CA03,East Bay,37570685,-122032245,2020-02-20,2019-04-29,,2,0,2020-03-02 09:39:21,2020-03-02 10:20:21,c00075@chilis.com 7:30-10:30am only,0
T040-01_B0015,3582982_B0015_2020-03-02,B0015,Maurice,Bahrmasel EB,3068,La Salsa Fresh Mexican Grill (Fremont/Auto Mall Pky ),5515 Auto Mall Pky,Fremont,94538,CA,CA03,East Bay,37505870,-121972670,2020-02-20,2019-05-13,,2,0,2020-03-02 10:40:49,2020-03-02 11:11:49,8:30-10:30am only,0
T040-01_B0015,4045721_B0015_2020-03-02,B0015,Maurice,Bahrmasel EB,1094002,Koja Kitchen (Fremont/Pacific Commons),43845 Pacific Commons Blvd,Fremont,94538,CA,CA03,East Bay,37501161,-121969727,2020-02-20,2019-05-13,,2,0,2020-03-02 11:13:22,2020-03-02 11:51:22,9-10am or after 2pm,0
T040-01_B0015,3559107_B0015_2020-03-02,B0015,Maurice,Bahrmasel EB,4144,Round Table (Fremont/Mission),46600 Mission Blvd,Fremont,94536,CA,CA03,East Bay,37491436,-121926770,2020-02-20,2019-04-29,,2,0,2020-03-02 12:07:05,2020-03-02 13:07:05,No service betwee 11am-2pm Access at 9am,0
T040-02_B0015,3613992_Z-006_2020-03-03,B0015,Maurice,Bahrmasel EB,1065196,Aloft Silicon Valley (Newark/Gateway),8200 Gateway Blvd,Newark,94560,CA,CA03,East Bay,37536390,-122063100,2020-02-20,2020-01-21,,2,0,2020-03-03 07:00:00,2020-03-03 07:33:00,any time 6am-3pm,0
T040-02_B0015,3559109_B0015_2020-03-03,B0015,Maurice,Bahrmasel EB,4364,Spin A Yarn Restaurant (Fremont/Warm Springs),45915 Warm Springs Blvd,Fremont,94539,CA,CA03,East Bay,37495030,-121933920,2020-02-20,2019-04-30,,2,0,2020-03-03 08:02:57,2020-03-03 08:41:57,8:30-10am only,0
T040-02_B0015,15306_B0015_2020-03-03,B0015,Maurice,Bahrmasel EB,4922,Zorbas Deli Cafe (Fremont/Mission),46505 Mission Blvd,Fremont,94536,CA,CA03,East Bay,37492002,-121928687,2020-02-20,2019-04-30,,2,0,2020-03-03 08:48:11,2020-03-03 09:37:11,zorbasfremont@gmail.com  Access time now 8am,0
T040-02_B0015,3571802_B0015_2020-03-03,B0015,Maurice,Bahrmasel EB,3754,Pf Changs (Fremont/Christy),43316 Christy St,Fremont,94538,CA,CA03,East Bay,37505230,-121970150,2020-02-20,2019-03-19,,2,0,2020-03-03 09:49:44,2020-03-03 10:27:44,Access at 8:30am Must be done before 11,0
T040-02_B0015,3571809_B0015_2020-03-03,B0015,Maurice,Bahrmasel EB,2960,Toro Sushi Stone Grill & Bar (Fremont/Boscell),43785 Boscell Rd,Fremont,94538,CA,CA03,East Bay,37499900,-121973200,2020-02-20,2019-04-30,,2,0,2020-03-03 10:34:36,2020-03-03 11:09:36,10:30-11/1:30-3pm,0
T040-02_B0015,13918_B0015_2020-03-03,B0015,Maurice,Bahrmasel EB,3539,Newark Pavillion (Newark/Thornton Ave),6430 Thornton Ave,Newark,94560,CA,CA03,East Bay,37533020,-122032530,2020-02-20,2019-04-30,,2,0,2020-03-03 11:25:17,2020-03-03 12:21:17,Tue-Wed 8am-6pm. use receiving door on side. no fridays,0
T040-02_B0015,2653677_B0015_2020-03-03,B0015,Maurice,Bahrmasel EB,1055319,Kazuma (Fremont/Warm Springs),47986 Warm Springs Blvd,Fremont,94539,CA,CA03,East Bay,37474954,-121920797,2020-02-20,2019-10-29,,2,0,2020-03-03 12:48:19,2020-03-03 13:21:19,10am access  Clean and bill Sapporo at this location,0
T040-02_B0015,3559110_B0015_2020-03-03,B0015,Maurice,Bahrmasel EB,4269,Sharks Ice (Fremont/Old Warm Springs Blvd),44388 Old Warm Springs Blvd,Fremont,94538,CA,CA03,East Bay,37507100,-121943710,2020-02-20,2019-04-30,,2,0,2020-03-03 13:36:19,2020-03-03 14:32:19,6AM-2PM manager wants us to start coming around 9am. keys are in safe,0
T040-03_B0015,3588924_B0015_2020-03-04,B0015,Maurice,Bahrmasel EB,2248,Cloverleaf Family Bowl/Perkys Pizza (Fremont/Fremont),40645 Fremont Blvd,Fremont,94536,CA,CA03,East Bay,37570685,-122032245,2020-02-20,2019-05-01,,2,0,2020-03-04 07:45:00,2020-03-04 09:46:00,Wed/Thur at 6am 8 any other day Must be done by 12,0
T040-03_B0015,3578175_B0015_2020-03-04,B0015,Maurice,Bahrmasel EB,6301,Dish N Dash (Fremont/Christy),43514 Christy St,Fremont,94538,CA,CA03,East Bay,37505440,-121969460,2020-02-20,2019-04-17,,2,0,2020-03-04 10:06:59,2020-03-04 10:56:59,Access at 8am. Must be done before 10,0
T040-03_B0015,3870741_B0015_2020-03-04,B0015,Maurice,Bahrmasel EB,3657,Outback Steakhouse (Fremont/Stevenson),5525 Stevenson Blvd,Fremont,94538,CA,CA03,East Bay,37525770,-121986120,2020-02-20,2019-04-03,,2,0,2020-03-04 11:06:59,2020-03-04 11:51:59,Mon-Thu 2pm access Fri - 9:30am,0
T040-03_B0015,3559111_B0015_2020-03-04,B0015,Maurice,Bahrmasel EB,7554,Sushi Tango (Fremont/Cushing Pkwy),4193 Cushing Pkwy,Fremont,94536,CA,CA03,East Bay,37491012,-121950314,2020-02-20,2019-04-17,,2,0,2020-03-04 12:06:17,2020-03-04 12:28:17,Clean and bill Sapporo at this location 10-11am or 1:50-2pm,0
T040-03_B0015,3578956_B0015_2020-03-04,B0015,Maurice,Bahrmasel EB,1048757,Vinum Bar (Newark/Newpark Mall),2025 Newpark Mall,Newark,94560,CA,CA03,East Bay,37525014,-121997515,2020-02-20,2020-02-19,,2,0,2020-03-04 12:42:40,2020-03-04 13:07:40,Fridays and Saturdays someone here at 11am. M-T no one is here untIl late afternoon (4ish),0
T040-03_B0015,3578963_B0015_2020-03-04,B0015,Maurice,Bahrmasel EB,2815,Homewood Suites (Newark/Cedar),39270 Cedar Blvd,Newark,94560,CA,CA03,East Bay,37523270,-122002350,2020-02-20,2019-03-20,,2,0,2020-03-04 13:13:40,2020-03-04 13:38:40,access 5am-8pm.,0
T040-04_B0015,3582895_B0015_2020-02-20,B0015,Maurice,Bahrmasel EB,1026918,Jack's Restaurant and Bar (Newark/Newpark),2086 Newpark Mall,Newark,94560,CA,CA03,East Bay,37526890,-122000930,2020-02-20,2019-03-21,,2,0,2020-02-20 07:05:00,2020-02-20 07:59:00,7am-9am access time. if come at 7am use loading dock entrance. wifi password ilovejacks$,0
T040-04_B0015,12506_Z-006_2020-02-25,B0015,Maurice,Bahrmasel EB,2137,Chase Suite Hotel (Newark/Cedar),39150 Cedar Blvd,Newark,94560,CA,CA03,East Bay,37524200,-122005570,2020-02-20,2020-02-11,,2,0,2020-02-20 08:06:10,2020-02-20 08:21:10,pump clean,0
T040-04_B0015,3608652_B0015_2020-02-20,B0015,Maurice,Bahrmasel EB,1076658,Lazy Dog (Newark/Newpark),3100 Newpark Mall,Newark,94560,CA,CA03,East Bay,37525680,-122006420,2020-02-20,2019-04-18,,2,0,2020-02-20 08:27:09,2020-02-20 11:07:09,thursday 530am access. use back recieving door.,0
T040-04_B0015,3583052_B0015_2020-02-20,B0015,Maurice,Bahrmasel EB,1024667,MOD Pizza (Fremont/Argonaut),39010 Argonaut Way,Fremont,94538,CA,CA03,East Bay,37545870,-121990180,2020-02-20,2019-04-18,,2,0,2020-02-20 11:17:25,2020-02-20 11:45:25,9-11am,0
T040-04_B0015,4319820_B0015_2020-02-20,B0015,Maurice,Bahrmasel EB,1097022,Yokohama Lekei 2 (Fremont/Fremont),39206 Fremont Blvd,Fremont,94538,CA,CA03,East Bay,37547710,-121984630,2020-02-20,2020-01-09,,2,0,2020-02-20 11:47:57,2020-02-20 12:00:57,11AM access access any day between 2:30-4 pm,0
T040-04_B0015,12871_B0015_2020-02-20,B0015,Maurice,Bahrmasel EB,2500,Elks Lodge (Fremont/Farwell),38991 Farwell Dr,Fremont,94536,CA,CA03,East Bay,37533180,-122003610,2020-02-20,2019-04-18,,2,0,2020-02-20 12:11:01,2020-02-20 12:38:01,elks2121@spcglobal.net Anytime before 12pm,0
T040-04_B0015,3578914_B0015_2020-02-20,B0015,Maurice,Bahrmasel EB,3917,Rays Crab Shack (Newark/Mowry Ave),5989 Mowry Ave,Newark,94560,CA,CA03,East Bay,37525770,-122007320,2020-02-20,2019-04-18,,2,0,2020-02-20 12:45:09,2020-02-20 13:06:09,service any time open 9:30-4,0
T040-05_B0015,12708_B0015_2020-02-21,B0015,Maurice,Bahrmasel EB,2338,Cut the Crab (Fremont/Stevenson),4949 Stevenson Blvd,Fremont,94538,CA,CA03,East Bay,37529260,-121983600,2020-02-20,2019-11-15,,2,0,2020-02-21 05:50:00,2020-02-21 06:31:00,"cuthecrab@yahoo.com 12-3pm Mon, Wed, Thurs access 2pm-4pm  Fri access at 11am-4pm.",0
T040-05_B0015,13104_B0015_2020-02-21,B0015,Maurice,Bahrmasel EB,2733,Johnny's Pub (Newark/Jarvis),5800 Jarvis Ave,Newark,94560,CA,CA03,East Bay,37551300,-122047960,2020-02-20,2019-04-19,,2,0,2020-02-21 06:47:11,2020-02-21 07:31:11,bayareaoilguy@gmail.com 6-8:30am,0
T040-05_B0015,3578189_Z-006_2020-02-25,B0015,Maurice,Bahrmasel EB,8022,Vons Chicken (Newark/Jarvis),6180 Jarvis Ave,Newark,94560,CA,CA03,East Bay,37548810,-122049310,2020-02-20,2020-02-11,,2,0,2020-02-21 07:37:04,2020-02-21 07:52:04,,0
T040-05_B0015,3881087_B0015_2020-02-21,B0015,Maurice,Bahrmasel EB,2465,El Patio (Fremont/Fremont),37311 Fremont Blvd,Fremont,94536,CA,CA03,East Bay,37558100,-122007430,2020-02-20,2019-04-19,,2,0,2020-02-21 08:06:01,2020-02-21 08:53:01,Mon-Fri 9:30-3pm only,0
T040-05_B0015,14628_B0015_2020-02-21,B0015,Maurice,Bahrmasel EB,4246,Satomi Sushi 2 (Fremont/Mowry Ave),5026 Mowry Ave,Fremont,94538,CA,CA03,East Bay,37535020,-121998330,2020-02-20,2019-04-19,,2,0,2020-02-21 09:03:21,2020-02-21 09:17:21,gerlee0720@yahoo.com 10am - 2:30pm,0
T040-05_B0015,3881088_B0015_2020-02-21,B0015,Maurice,Bahrmasel EB,3543,Nijo Castle (Newark/Balentine Dr),39888 Balentine Dr,Newark,94560,CA,CA03,East Bay,37522570,-121992290,2020-02-20,2019-04-19,,2,0,2020-02-21 09:27:26,2020-02-21 09:48:26,2-2:30pm only  Clean and bill Sapporo at this location,0
T040-05_B0015,13727_B0015_2020-02-21,B0015,Maurice,Bahrmasel EB,3349,Miki Bistro (Fremont/Paseo Padre Pky ),39156 Paseo Padre Pky,Fremont,94538,CA,CA03,East Bay,37553920,-121979780,2020-02-20,2019-04-19,,2,0,2020-02-21 10:02:23,2020-02-21 10:16:23,mikibistro@hotmail.com; flora626@gmail.com Closed on Mondays 1-5pm  Clean and bill Sapporo at this location,0
T040-05_B0015,3583051_B0015_2020-02-21,B0015,Maurice,Bahrmasel EB,2128,Chaat Cafe (Fremont/Mowry),3954 Mowry Ave,Fremont,94538,CA,CA03,East Bay,37548700,-121987020,2020-02-20,2019-04-19,,2,0,2020-02-21 10:23:34,2020-02-21 10:50:34,2-5pm,0
T040-05_B0015,5827899_Z-006_2020-02-25,B0015,Maurice,Bahrmasel EB,1033202,Vons Chicken (Fremont/Mowry Avenue),5010 Mowry Avenue,Fremont,94538,CA,CA03,East Bay,37535350,-121998060,2020-02-20,2020-02-11,,2,0,2020-02-21 10:58:46,2020-02-21 11:19:46,,0
T040-05_B0015,13219_B0015_2020-02-21,B0015,Maurice,Bahrmasel EB,2845,Huddle (Fremont/Mowry),5152 Mowry Ave,Fremont,94536,CA,CA03,East Bay,37554889,-121983343,2020-02-20,2019-04-19,,2,0,2020-02-21 11:30:47,2020-02-21 11:46:47,aaronarevalo@gmail.com 10am-4pm any time,0
T040-06_P0009,3588945_P0009_2020-02-24,P0009,Anthony,Perez EB,3453,Mountain Mikes (Newark/Thornton),5333 Thornton Ave,Newark,94560,CA,CA03,East Bay,37544630,-122025050,2020-02-20,2020-02-24,,2,0,2020-02-24 07:25:00,2020-02-24 08:07:00,7am-12pm of after 2pm,0
T040-06_P0009,3614251_P0009_2020-02-24,P0009,Anthony,Perez EB,1682,Arteagas Taqueria (Newark/Thornton),5510 Thornton Ave,Newark,94560,CA,CA03,East Bay,37541490,-122025750,2020-02-20,2020-02-24,,2,0,2020-02-24 08:12:49,2020-02-24 08:37:49,6am access time anytime access Tower and kegs in freezer out back,0
T040-06_P0009,3614252_P0009_2020-02-24,P0009,Anthony,Perez EB,4093,Round Table (Newark/Thornton),5544 Thornton Ave,Newark,94560,CA,CA03,East Bay,37541260,-122025910,2020-02-20,2020-02-24,,2,0,2020-02-24 08:43:16,2020-02-24 09:37:16,access time is 7am-11am only,0
T040-06_P0009,5718963_Z-006_2020-02-24,P0009,Anthony,Perez EB,1117315,La Cabana (Newark/Rich),7163 Rich Ave,Newark,94560,CA,CA03,East Bay,37529820,-122036920,2020-02-20,2020-02-24,,2,0,2020-02-24 09:40:57,2020-02-24 10:26:13,,0
T040-06_P0009,5826845_Z-006_2020-02-25,P0009,Anthony,Perez EB,1117813,Desi Kitchen Pizza & Indian (Newark/Central),5480 Central Ave,Newark,94560,CA,CA03,East Bay,37538103,-122017965,2020-02-20,2020-02-11,,2,0,2020-02-24 10:29:21,2020-02-24 11:14:25,,0
T040-06_P0009,5803866_Z-006_2020-02-20,P0009,Anthony,Perez EB,1117736,BurgerIM (Newark/Newpark Mall),2086 NEWPARK MALL UNIT 1024,Newark,94560,CA,CA03,East Bay,37526890,-122000930,2020-02-20,2020-02-06,,2,0,2020-02-24 11:20:39,2020-02-24 12:05:43,,0
T040-06_P0009,13983_P0009_2020-02-24,P0009,Anthony,Perez EB,3603,Olive Garden (Fremont/Farwell),39145 Farwell Dr,Fremont,94536,CA,CA03,East Bay,37533720,-122001577,2020-02-20,2020-02-24,,2,0,2020-02-24 12:14:10,2020-02-24 12:44:10,OGCatering1143@olivegarden.com 8am-11am access only,0
T040-06_P0009,14643_P0009_2020-02-24,P0009,Anthony,Perez EB,4261,Shakers Pizza (Fremont/Thornton),4075 Thornton Ave,Fremont,94536,CA,CA03,East Bay,37559870,-122012740,2020-02-20,2020-02-24,,2,0,2020-02-24 12:56:36,2020-02-24 13:54:36,Please collect email access is 9am-11am,0
T040-06_P0009,3578941_P0009_2020-02-24,P0009,Anthony,Perez EB,11145,AMC Newark 12 (Newark/Newpark),2086 Newpark Mall,Newark,94560,CA,CA03,East Bay,37526890,-122000930,2020-02-20,2020-02-24,,2,0,2020-02-24 14:09:41,2020-02-24 15:42:41,"M-F anytime after 6am ring doorbell on the far right door, they will let you in Must service before opening on weekends.",0
T040-06_P0009,13139_P0009_2020-02-24,P0009,Anthony,Perez EB,2768,Harumi Sushi (Newark/Jarvis),5790 Jarvis Ave,Newark,94560,CA,CA03,East Bay,37551470,-122047950,2020-02-20,2020-02-24,,2,0,2020-02-24 16:00:30,2020-02-24 16:13:30,Please collect email access anytime after 11am  Clean and bill Sapporo at this location,0
T040-07_B0015,145312_B0015_2020-02-25,B0015,Maurice,Bahrmasel EB,8314,Mexico Tipico (Union City/Alvarado Niles),33121 Alvarado Niles Road,Union City,94587,CA,CA03,East Bay,37592938,-122042570,2020-02-20,2020-02-25,,2,0,2020-02-25 08:00:00,2020-02-25 08:50:00,best access 8am-11am,0
T040-07_B0015,5693511_B0015_2020-02-25,B0015,Maurice,Bahrmasel EB,1081865,Mexico Lindo (Union City/Alvarado-Niles),33306 Alvarado-Niles Rd,Union City,94587,CA,CA03,East Bay,37592570,-122039010,2020-02-20,2020-02-25,,2,0,2020-02-25 08:55:31,2020-02-25 09:40:31,Access 8am-9am,0
T040-07_B0015,4918600_B0015_2020-02-25,B0015,Maurice,Bahrmasel EB,1102478,El Dorado Restaurant (Hayward/Winton),384-386 Winton Ave,Hayward,94544,CA,CA03,East Bay,37663250,-122085400,2020-02-20,2020-02-25,,2,0,2020-02-25 10:01:04,2020-02-25 10:22:04,Open 10am,0
T040-07_B0015,3828699_B0015_2020-02-25,B0015,Maurice,Bahrmasel EB,4598,The Counter (Fremont/Paseo Padre),39350 Paseo Padre Pky,Fremont,94538,CA,CA03,East Bay,37552440,-121978260,2020-02-20,2020-02-25,,2,0,2020-02-25 10:53:40,2020-02-25 12:06:40,Done before open at 11,0
T040-07_B0015,13753_B0015_2020-02-25,B0015,Maurice,Bahrmasel EB,3375,Mission Pizza (Fremont/Washington),1572 Washington Blvd,Fremont,94539,CA,CA03,East Bay,37530890,-121937050,2020-02-20,2020-02-25,,2,0,2020-02-25 12:20:02,2020-02-25 14:04:02,9am earliest access,0
T040-07_B0015,5174788_B0015_2020-02-25,B0015,Maurice,Bahrmasel EB,1027082,The Yakitori Bar (Fremont/Warm Springs),46260 Warm Springs Blvd,Fremont,94539,CA,CA03,East Bay,37492620,-121929760,2020-02-20,2020-02-25,,2,0,2020-02-25 14:18:06,2020-02-25 14:43:06,Access after 3pm or by appointment,0
T040-07_B0015,12291_B0015_2020-02-25,B0015,Maurice,Bahrmasel EB,1924,Bronco Billys (Fremont/Niles),37651 Niles Blvd,Fremont,94536,CA,CA03,East Bay,37576530,-121977640,2020-02-20,2020-02-25,,2,0,2020-02-25 15:09:54,2020-02-25 15:43:54,Best access early morning. Opens at 11am,0
T040-07_B0015,3559122_B0015_2020-02-25,B0015,Maurice,Bahrmasel EB,7633,Ka Yumi (Fremont/Fremont),40645 Fremont Blvd,Fremont,94538,CA,CA03,East Bay,37534060,-121965130,2020-02-20,2020-02-25,,2,0,2020-02-25 16:02:02,2020-02-25 16:23:02,Clean and bill Sapporo at this location Tuesdays ONLY from 11am-2pm,0
