,type,location,distributor,city,tapname,flag,brand_audit
502,tap change,Beach Hut Deli (Chico/W 2nd),GOLDEN BRANDS - BUTTE,Chico,Blue Moon Belgian White,Blue Moon Belgian White was not cleaned last cycle,
503,tap change,Beach Hut Deli (Lincoln/Gateway),LOOMIS BASIN BREWING,Lincoln,Loomis Basin Scottish,Loomis Basin Scottish was not cleaned last cycle,
504,tap change,Beach Hut Deli (Lincoln/Gateway),SACCANI,Lincoln,Stone Brewing Delicious IPA,Stone Brewing Delicious IPA was not cleaned last cycle,
505,tap change,Beach Hut Deli (Penryn/Taylor),LOOMIS BASIN BREWING,Penryn,Loomis Basin All Good IPA,Loomis Basin All Good IPA was not cleaned last cycle,
506,tap change,Beach Hut Deli (Rocklin/Stanford Ranch),GOLDEN BRANDS - SACRAMENTO,Rocklin,Knee Deep Aviator,Knee Deep Aviator was not cleaned last cycle,
507,tap change,Beach Hut Deli (Sacramento/J),GOLDEN BRANDS - SACRAMENTO,Sacramento,Anchor Steam Christmas Ale,Anchor Steam Christmas Ale was not cleaned last cycle,
508,tap change,Beach Hut Deli (Sacramento/J),SACCANI,Sacramento,Sudwerk The Peoples Pils,Sudwerk The Peoples Pils was not cleaned last cycle,
509,tap change,Beach Hut Deli (San Jose/San Felipe),GOLDEN BRANDS - SAN JOSE,San Jose,Ballast Point Aloha Sculpin IPA,Ballast Point Aloha Sculpin IPA was not cleaned last cycle,
510,tap change,Beach Hut Deli (San Jose/San Felipe),GOLDEN BRANDS - SAN JOSE,San Jose,Bear Republic Racer 5 IPA,Bear Republic Racer 5 IPA was not cleaned last cycle,
511,tap change,Beach Hut Deli (San Jose/San Felipe),GOLDEN BRANDS - SAN JOSE,San Jose,Firestone Mind Haze Ipa,Firestone Mind Haze Ipa was not cleaned last cycle,
512,tap change,Beach Hut Deli (Vacaville/Harbison),MARKSTEIN BEVERAGE CO - SOLANO,Vacaville,Firestone Mind Haze Ipa,Firestone Mind Haze Ipa was not cleaned last cycle,
513,tap change,Beach Hut Deli (Vacaville/Harbison),MARKSTEIN BEVERAGE CO - SOLANO,Vacaville,Firestone Walker 805,Firestone Walker 805 was not cleaned last cycle,
514,tap change,Beach Hut Deli (Vacaville/Harbison),MARKSTEIN BEVERAGE CO - SOLANO,Vacaville,Kona Brewing Longboard,Kona Brewing Longboard was not cleaned last cycle,
515,tap change,Beach Hut Deli (Vacaville/Harbison),MARKSTEIN BEVERAGE CO - SOLANO,Vacaville,Seismic Brewing Namazu,Seismic Brewing Namazu was not cleaned last cycle,
516,tap change,Beast + Bounty (Sacramento/R),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Device King Of Ze Wurst,Device King Of Ze Wurst was not cleaned last cycle,
517,tap change,Beast + Bounty (Sacramento/R),WINE WAREHOUSE,Sacramento,The Bruery Mischief,The Bruery Mischief was not cleaned last cycle,
518,tap change,Beebs Bar & Grill (Livermore/Club House),BAY AREA BEVERAGE,Livermore,Anchor Brewing  Bay Keeper IPA,Anchor Brewing  Bay Keeper IPA was not cleaned last cycle,
519,tap change,Beer Baron (Oakland/College),BAY AREA BEVERAGE,Oakland,Belching Beaver Mosaic Double IPA,Belching Beaver Mosaic Double IPA was not cleaned last cycle,
520,tap change,Beer Baron (Oakland/College),BAY AREA BEVERAGE,Oakland,Firestone Walker Sucaba,Firestone Walker Sucaba was not cleaned last cycle,
521,tap change,Bella Bru Cafe Natomas (Sacramento/Natomas),GOLDEN BRANDS - SACRAMENTO,Sacramento,Knee Deep Hoptologist,Knee Deep Hoptologist was not cleaned last cycle,
522,tap change,Bella Bru Cafe Natomas (Sacramento/Natomas),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Revision IPA,Revision IPA was not cleaned last cycle,
523,tap change,Bella Bru Cafe Natomas (Sacramento/Natomas),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Stella Artois Midnight Lager,Stella Artois Midnight Lager was not cleaned last cycle,
524,tap change,Bellas Deli (Sunnyvale/Elko & Birchwood),ANHEUSER-BUSCH BAY AREA SALES,Sunnyvale,SF Speakeasy Mystic Haze,SF Speakeasy Mystic Haze was not cleaned last cycle,
525,tap change,Best Pies Pizzeria and Restaurant (Truckee/Donner Pass),MUSSETTER,Truckee,Altamont Beer Works Rich Mahogany,Altamont Beer Works Rich Mahogany was not cleaned last cycle,
526,tap change,Bibos NY Pizza (San Jose/Bird),GOLDEN BRANDS - SAN JOSE,San Jose,Firestone Nitro Merlin,Firestone Nitro Merlin was not cleaned last cycle,
527,tap change,Bibos NY Pizza (San Jose/Bird),GOLDEN BRANDS - SAN JOSE,San Jose,Russian River Blind Pig IPA,Russian River Blind Pig IPA was not cleaned last cycle,
528,tap change,Bibos NY Pizza (San Jose/Bird),WINE WAREHOUSE,San Jose,Coronado Salty Crew Blonde,Coronado Salty Crew Blonde was not cleaned last cycle,
529,tap change,Blind Pig (Carmichael/El Camino),MARKSTEIN BEVERAGE CO - SACTO,Carmichael,Sierra Nevada Celebration,Sierra Nevada Celebration was not cleaned last cycle,
530,tap change,Blind Pig (Carmichael/El Camino),MUSSETTER,Carmichael,2 Towns Ciderhouse Seekout Key Lime And Mint,2 Towns Ciderhouse Seekout Key Lime And Mint was not cleaned last cycle,
531,tap change,Blind Pig (Carmichael/El Camino),SACCANI,Carmichael,Belching Beaver Peanut Butter Milk Stout,Belching Beaver Peanut Butter Milk Stout was not cleaned last cycle,
532,tap change,Blue Chip (San Jose/S First),GOLDEN BRANDS - SAN JOSE,San Jose,Lagunitas Brown Shugga,Lagunitas Brown Shugga was not cleaned last cycle,
533,tap change,Blue Coyote (Truckee/Palisades),GOLDEN BRANDS - TRUCKEE,Truckee,Saint Archer White Ale,Saint Archer White Ale was not cleaned last cycle,
534,tap change,Blue Coyote (Truckee/Palisades),MARKSTEIN BEVERAGE CO - SACTO (CA08),Truckee,10 Barrel Brewing Profuse Juice Ipa,10 Barrel Brewing Profuse Juice Ipa was not cleaned last cycle,
535,tap change,Blue Coyote (Truckee/Palisades),MARKSTEIN BEVERAGE CO - SACTO (CA08),Truckee,Fifty Fifty Blonde Ale,Fifty Fifty Blonde Ale was not cleaned last cycle,
536,tap change,Blue Coyote (Truckee/Palisades),MARKSTEIN BEVERAGE CO - SACTO (CA08),Truckee,Founders All Day IPA,Founders All Day IPA was not cleaned last cycle,
537,tap change,Blue Horse Lounge (Ceres/Service),Donaghy,Ceres,Firestone Fly Jack IPA,Firestone Fly Jack IPA was not cleaned last cycle,
538,tap change,Blue House Korean BBQ (Roseville/Douglas),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Firestone 805,Firestone 805 was not cleaned last cycle,
539,tap change,Bourbon Highway (Walnut Creek/N Main),BAY AREA BEVERAGE,Walnut Creek,Lagunitas Little Sumpin,Lagunitas Little Sumpin was not cleaned last cycle,
540,tap change,Brickhouse Brews (Jackson/Main),ALTAMONT BEER WORKS,Jackson,Altamont Beer Works Hella Hoppy IPA,Altamont Beer Works Hella Hoppy IPA was not cleaned last cycle,
541,tap change,Brickhouse Brews (Jackson/Main),Donaghy,Jackson,Amador Deep Hop Red Ale,Amador Deep Hop Red Ale was not cleaned last cycle,
542,tap change,Brickhouse Brews (Jackson/Main),SACCANI (CA14),Jackson,Modern Times,Modern Times was not cleaned last cycle,
543,tap change,Brickhouse Brews (Jackson/Main),SACCANI (CA14),Jackson,New Glory,New Glory was not cleaned last cycle,
544,tap change,Brickhouse Brews (Jackson/Main),SACCANI (CA14),Jackson,Oskar Blues Mama's Little Yella,Oskar Blues Mama's Little Yella was not cleaned last cycle,
545,tap change,Brickhouse Cafe & Saloon (San Francisco/Brannan),WINE WAREHOUSE (CA13),San Francisco,East Brothers Red Lager,East Brothers Red Lager was not cleaned last cycle,
546,tap change,Brickhouse Cafe & Saloon (San Francisco/Brannan),WINE WAREHOUSE (CA13),San Francisco,Einstock,Einstock was not cleaned last cycle,
547,tap change,Broken Rack (Emeryville/Peladeau),BAY AREA BEVERAGE,Emeryville,Alpine Nelson IPA,Alpine Nelson IPA was not cleaned last cycle,
548,tap change,Broken Rack (Emeryville/Peladeau),BAY AREA BEVERAGE,Emeryville,Anchor Steam Christmas Ale 2019,Anchor Steam Christmas Ale 2019 was not cleaned last cycle,
549,tap change,Brookside Restaurant (Sacramento/Horn),GOLDEN BRANDS - SACRAMENTO,Sacramento,Knee Deep Breaking Bud,Knee Deep Breaking Bud was not cleaned last cycle,
550,tap change,Brookside Restaurant (Sacramento/Horn),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Bud Light,Bud Light was not cleaned last cycle,
551,tap change,Brookside Restaurant (Sacramento/Horn),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Budweiser,Budweiser was not cleaned last cycle,
552,tap change,Brookside Restaurant (Sacramento/Horn),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Firestone 805,Firestone 805 was not cleaned last cycle,
553,tap change,Brookside Restaurant (Sacramento/Horn),SACCANI,Sacramento,SLO Brew Cali Squeeze,SLO Brew Cali Squeeze was not cleaned last cycle,
554,tap change,Buck and Sadie's (Roseville/Douglas),GOLDEN BRANDS - SACRAMENTO,Roseville,Heretic Brewery Maja,Heretic Brewery Maja was not cleaned last cycle,
555,tap change,Buck and Sadie's (Roseville/Douglas),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Seismic Alluvium,Seismic Alluvium was not cleaned last cycle,
556,tap change,Buck and Sadie's (Roseville/Douglas),MUSSETTER,Roseville,Ace California Pink Guava Cider,Ace California Pink Guava Cider was not cleaned last cycle,
557,tap change,Buck and Sadie's (Roseville/Douglas),MUSSETTER,Roseville,Altamont Beer Works Bianco,Altamont Beer Works Bianco was not cleaned last cycle,
558,tap change,Buck and Sadie's (Roseville/Douglas),MUSSETTER,Roseville,Out of Bounds Powdered Toast Man,Out of Bounds Powdered Toast Man was not cleaned last cycle,
559,tap change,Buck and Sadie's (Roseville/Douglas),WINE WAREHOUSE,Roseville,North Coast Laguna Baja,North Coast Laguna Baja was not cleaned last cycle,
560,tap change,Buffalo Wild Wings (Roseville/Galleria),GOLDEN BRANDS - SACRAMENTO,Roseville,Miller High Life,Miller High Life was not cleaned last cycle,
561,tap change,Buffalo Wild Wings (Roseville/Galleria),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,21st Amendment Brew Free or Die IPA,21st Amendment Brew Free or Die IPA was not cleaned last cycle,
562,tap change,Buffalo Wild Wings (Roseville/Galleria),SACCANI,Roseville,Modern Times Ice,Modern Times Ice was not cleaned last cycle,
563,tap change,Buffalo Wild Wings (Roseville/Galleria),SACCANI,Roseville,Three Weavers Seafarer,Three Weavers Seafarer was not cleaned last cycle,
564,tap change,Buffalo Wild Wings (Yuba City/Harter),GOLDEN BRANDS - BUTTE,Yuba City,Bear Republic Racer 5 IPA,Bear Republic Racer 5 IPA was not cleaned last cycle,
565,tap change,Buffalo Wild Wings (Yuba City/Harter),GOLDEN BRANDS - BUTTE,Yuba City,Dos Equis Lager Especial,Dos Equis Lager Especial was not cleaned last cycle,
566,tap change,Buffalo Wild Wings (Yuba City/Harter),GOLDEN BRANDS - BUTTE,Yuba City,New Belgium Brewing Voodoo Ranger,New Belgium Brewing Voodoo Ranger was not cleaned last cycle,
567,tap change,Buffalo Wild Wings (Yuba City/Harter),GOLDEN BRANDS - BUTTE,Yuba City,Pyramid Hefeweizen,Pyramid Hefeweizen was not cleaned last cycle,
568,tap change,Buffalo Wild Wings (Yuba City/Harter),GOLDEN BRANDS - BUTTE,Yuba City,Samuel Adams Cold Snap,Samuel Adams Cold Snap was not cleaned last cycle,
569,tap change,Buffalo Wild Wings (Yuba City/Harter),GOLDEN BRANDS - SACRAMENTO,Yuba City,Heineken,Heineken was not cleaned last cycle,
570,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Budweiser,Budweiser was not cleaned last cycle,
571,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Elysian Space Dust IPA,Elysian Space Dust IPA was not cleaned last cycle,
572,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Firestone 805,Firestone 805 was not cleaned last cycle,
573,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Founders All Day IPA,Founders All Day IPA was not cleaned last cycle,
574,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Kona Brewing Gold Cliff IPA,Kona Brewing Gold Cliff IPA was not cleaned last cycle,
575,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Modelo Especial,Modelo Especial was not cleaned last cycle,
576,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Pacifico,Pacifico was not cleaned last cycle,
577,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Sierra Nevada Hazy Little IPA,Sierra Nevada Hazy Little IPA was not cleaned last cycle,
578,tap change,Buffalo Wild Wings (Yuba City/Harter),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Sierra Nevada Pale Ale,Sierra Nevada Pale Ale was not cleaned last cycle,
579,tap change,Buffalo Wild Wings (Yuba City/Harter),SACCANI,Yuba City,Pabst Blue Ribbon,Pabst Blue Ribbon was not cleaned last cycle,
580,tap change,Burban Kitchen (Chico/Market),SECRET TRAIL BREWING,Chico,Secret Trail Brewing Trail Of Darkness,Secret Trail Brewing Trail Of Darkness was not cleaned last cycle,
581,tap change,Burban Kitchen (Chico/Market),SIERRA NEVADA,Chico,Sierra Nevada Celebration,Sierra Nevada Celebration was not cleaned last cycle,
582,tap change,Burban Kitchen (Chico/Market),SIERRA NEVADA,Chico,Sierra Nevada Sierra Veza,Sierra Nevada Sierra Veza was not cleaned last cycle,
583,tap change,Burger City (Vacaville/Elmira),MARKSTEIN BEVERAGE CO - SOLANO,Vacaville,Firestone Coconut Merlin,Firestone Coconut Merlin was not cleaned last cycle,
584,tap change,Burger City (Vacaville/Elmira),MARKSTEIN BEVERAGE CO - SOLANO,Vacaville,Firestone Luponic Distortion 14,Firestone Luponic Distortion 14 was not cleaned last cycle,
585,tap change,Burger Lounge (Campbell/S Bascom),GOLDEN BRANDS - SAN JOSE,Campbell,Heretic Hefeweizen,Heretic Hefeweizen was not cleaned last cycle,
586,tap change,Burger ME (Truckee/Donner Pass),GOLDEN BRANDS - TRUCKEE,Truckee,Saint Archer Blonde,Saint Archer Blonde was not cleaned last cycle,
587,tap change,Burma Superstar (Oakland/Telegraph),WINE WAREHOUSE,Oakland,Almanac Beer Company,Almanac Beer Company was not cleaned last cycle,
588,tap change,Butte Creek Country Club (Chico/Estates),MARKSTEIN BEVERAGE CO - SACTO (CA02),Chico,Pacifico,Pacifico was not cleaned last cycle,
589,tap change,Butte Creek Country Club (Chico/Estates),SIERRA NEVADA,Chico,Sierra Nevada 40Th Anniversary Ale,Sierra Nevada 40Th Anniversary Ale was not cleaned last cycle,
590,tap change,CJ's Pizza Bar + Grill (Rocklin/Stanford Ranch),SACCANI,Rocklin,Lagunitas India Pale Ale,Lagunitas India Pale Ale was not cleaned last cycle,
591,tap change,Cacio (Sacramento/Greenhaven),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Device Brewery Pincushion,Device Brewery Pincushion was not cleaned last cycle,
592,tap change,Cafe Bernardo at Pavilions (Sacramento/Pavilions),SACCANI,Sacramento,New Helvetia Northeast Land Park,New Helvetia Northeast Land Park was not cleaned last cycle,
593,tap change,Caffe Blossom (Twain Harte/Fuller),Donaghy,Twain Harte,Dust Bowl Taco Truck,Dust Bowl Taco Truck was not cleaned last cycle,
594,tap change,California Craft Beer (Fremont/Mission),ALTAMONT BEER WORKS,Fremont,Altamont Beer Works Catty Shack,Altamont Beer Works Catty Shack was not cleaned last cycle,
595,tap change,California Craft Beer (Fremont/Mission),BAY AREA BEVERAGE,Fremont,Moonlight Reality Check,Moonlight Reality Check was not cleaned last cycle,
596,tap change,California Craft Beer (Fremont/Mission),WINE WAREHOUSE,Fremont,The Bruery Frucht Guava,The Bruery Frucht Guava was not cleaned last cycle,
597,tap change,California Craft Beer (Fremont/Mission),WINE WAREHOUSE,Fremont,Unibroue Megadeth,Unibroue Megadeth was not cleaned last cycle,
598,tap change,Campbell Brewing (Campbell/E Campbell),WINE WAREHOUSE,Campbell,The Hop Concept Take On Anything,The Hop Concept Take On Anything was not cleaned last cycle,
599,tap change,Candle Rock Lounge/Pinsetters Inc. (Sacramento/Watt),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Corona Light,Corona Light was not cleaned last cycle,
600,tap change,Candle Rock Lounge/Pinsetters Inc. (Sacramento/Watt),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Sierra Nevada Hazy Little Thing,Sierra Nevada Hazy Little Thing was not cleaned last cycle,
601,tap change,Catos Ale House (Oakland/Piedmont),BAY AREA BEVERAGE,Oakland,Founders CBS,Founders CBS was not cleaned last cycle,
602,tap change,Catos Ale House (Oakland/Piedmont),BAY AREA BEVERAGE,Oakland,Karl Strauss Pure Project Murky Poetry,Karl Strauss Pure Project Murky Poetry was not cleaned last cycle,
603,tap change,Catos Ale House (Oakland/Piedmont),BAY AREA BEVERAGE,Oakland,Lagunitas,Lagunitas was not cleaned last cycle,
604,tap change,Cbs Pizza (Carnelian Bay/N Lake),SACCANI,Carnelian Bay,Lagunitas Pils Czech Style,Lagunitas Pils Czech Style was not cleaned last cycle,
605,tap change,Celestino NY Pizza & Pasta (Rocklin/Stanford Ranch),MARKSTEIN BEVERAGE CO - SACTO (CA08),Rocklin,Firestone Luponic Distortion,Firestone Luponic Distortion was not cleaned last cycle,
606,tap change,Century 16 Greenback (Sacramento/Garfield),GOLDEN BRANDS - SACRAMENTO,Sacramento,Coors Light,Coors Light was not cleaned last cycle,
607,tap change,Century Pacific Commons (Fremont/Pacific Commons),BAY AREA BEVERAGE,Fremont,Blue Moon Belgium White,Blue Moon Belgium White was not cleaned last cycle,
608,tap change,Century Pacific Commons (Fremont/Pacific Commons),BAY AREA BEVERAGE,Fremont,Coors Light,Coors Light was not cleaned last cycle,
609,tap change,Cesar (Oakland/Piedmont),WINE WAREHOUSE,Oakland,Hofbrau Munchen Hefeweizen,Hofbrau Munchen Hefeweizen was not cleaned last cycle,
610,tap change,Chaise Lounge (Sacramento/H),GOLDEN BRANDS - SACRAMENTO,Sacramento,Strongbow Golden Apple Hard Cider,Strongbow Golden Apple Hard Cider was not cleaned last cycle,
611,tap change,Char Pit (Kings Beach/N Lake),MARKSTEIN BEVERAGE CO - SACTO (CA08),Kings Beach,Budweiser,Budweiser was not cleaned last cycle,
612,tap change,Chicago Fire (Roseville/N Sunrise),BIKE DOG BREWING,Roseville,Bike Dog Milk Stout,Bike Dog Milk Stout was not cleaned last cycle,
613,tap change,Chilis (Pittsburg/Century),ALTAMONT BEER WORKS,Pittsburg,Altamont Beer Work Maui Waui IPA,Altamont Beer Work Maui Waui IPA was not cleaned last cycle,
614,tap change,Churchill Arms (Folsom/E Bidwell),SACCANI,Folsom,Modern Times Mythic Worlds,Modern Times Mythic Worlds was not cleaned last cycle,
615,tap change,Cibo (Monterey/Alvarado),WINE WAREHOUSE (CA12),Monterey,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
616,tap change,Cirinos At Main Street (Grass Valley/W Main),MARKSTEIN BEVERAGE CO - SACTO (CA08),Grass Valley,Device Brewery Integral IPA,Device Brewery Integral IPA was not cleaned last cycle,
617,tap change,Cirinos At Main Street (Grass Valley/W Main),MARKSTEIN BEVERAGE CO - SACTO (CA08),Grass Valley,Fifty Fifty Brewing TRK,Fifty Fifty Brewing TRK was not cleaned last cycle,
618,tap change,Cirinos At Main Street (Grass Valley/W Main),SACCANI,Grass Valley,Big Sky Moose Drool Brown Ale,Big Sky Moose Drool Brown Ale was not cleaned last cycle,
619,tap change,City Cafe (Yuba City/Plumas),GOLDEN BRANDS - BUTTE,Yuba City,Anderson Valley Boont Amber,Anderson Valley Boont Amber was not cleaned last cycle,
620,tap change,City Cafe (Yuba City/Plumas),SACCANI,Yuba City,New Glory Gummy Worms Pale Ale,New Glory Gummy Worms Pale Ale was not cleaned last cycle,
621,tap change,City Cafe (Yuba City/Plumas),SACCANI,Yuba City,Six Rivers Macadamia Nut Porter,Six Rivers Macadamia Nut Porter was not cleaned last cycle,
622,tap change,Club 21 (Yuba City/Garden),MARKSTEIN BEVERAGE CO - SACTO,Yuba City,Sierra Nevada Celebration,Sierra Nevada Celebration was not cleaned last cycle,
623,tap change,Club Raven (Sacramento/J),BIKE DOG BREWING,Sacramento,Bike Dog Pro Zach,Bike Dog Pro Zach was not cleaned last cycle,
